,Name,new_lang,ISBN,Geocode,Adress,description
466,A Change in Altitude,en,9780349120614,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,"Margaret and Patrick have been married just a few months when they set off on what they hope will be a great adventure-a year living in Kenya. Margaret quickly realizes there is a great deal she doesn't know about the complex mores of her new home, and about her own husband. A British couple invites the newlyweds to join on a climbing expedition to Mount Kenya, and they eagerly agree. But during their harrowing ascent, a horrific accident occurs. In the aftermath of the tragedy, Margaret struggles to understand what happened on the mountain and how these events have transformed her and her marriage, perhaps forever.<i>A Change in Altitude </i>illuminates the inner landscape of a couple, the irrevocable impact of tragedy, and the elusive nature of forgiveness. With stunning language and striking emotional intensity, Anita Shreve transports us to the exotic panoramas of Africa and into the core of our most intimate relationships."
467,Vallen en opstaan,nl,9789058311467,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,No description is available
468,Zo God het wil,nl,9789048802647,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,No description is available
469,Mijn jaar van het vlees,nl,9789045001210,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,No description is available
470,Wintergast,nl,9789461012739,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,No description is available
471,Zullen we samen sterren tellen?,nl,9789048317745,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,No description is available
472,"De stad van spiegels (De oversteek-trilogie, 3)",nl,9789023425489,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,No description is available
473,BLOEDEND HART. (PK),nl,9789041710314,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,No description is available
474,Oude schuld,nan,9789044928792,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,2e druk / edition / édition / Ausgabe / 9044928791 / Novels / Nederlands / Dutch / Néerlandais / Niederländisch / Pocket / Poche / Taschenbuch / 12 x 18 cm / 608 .
475,Koko,en,9780007103676,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,Peter Straub's most acclaimed and biggest-selling novel -- a visceral thriller with its roots in Vietnam -- now reissued in a new cover style and making its first appearance on the HarperCollins list. 'KOKO! ' Only four men knew what it meant. Vietnam vets. One was a doctor. One was a lawyer. One was a working stiff. One was a writer. All were as different as men could be -- yet all were bound eternally together by a single shattering secret.
476,Grondslagen Vermogensrecht,nl,9789001593360,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,No description is available
477,"Op volle zee (Hector Cross, 1)",nl,9789401606837,"52.0990269, 5.136080200000038",Poortstraat 122 Utrecht,No description is available
478,Eclipse,en,9781904233916,"52.0845406, 5.145907299999976","Pieter Saenredamstraat 46, Utrecht",three times i ve compiled damned lists i m running names but still wants more more souls experiments more lives wasted pursuit vain useless futile hunt first magus vordegh s maniacal obsession destroy heretic cult order running control as atrocities grew gods remained indifferent pleas sanity convictions even chaos s devoted servants starting disintegrate faith seemed meaningless trust impossible the world going mad benetan liss s faith cruelly tested part forced play vordegh s savage reprisals but choice stark obedience death third way or believed one violent event brought direct conflict heretics unearthly source power
479,The Whole Woman,en,9780385720038,"52.1013767, 5.1175318","Grave van Solmsstraat 35, utrecht",thirty years publication b the female eunuch b germaine greer back sequel vowed never write br br a marvelous performance no feminist writer match eloquence energy none makes us laugh way does i the washington post i br br in thoroughly engaging new book fervent rollicking straight shooting greer is ever the ultimate agent provocateur i mirabella i with passionate rhetoric outrageous humor authority lifetime thought observation trains sharp eye issues women face turn century br br from workplace kitchen supermarket bedroom greer exposes innumerable forms insidious discrimination exploitation continue plague women around globe she mordantly attacks lifestyle feminists blithely believe all argues fuller organic idea womanhood whether liposuction abortion barbie lady diana housework sex work greer always opinion one brilliant glamorous dynamic feminists time opinions matter for anyone interested future womanhood b the whole woman b must read
480,Robinson Crusoe,fr,9789049901165,"52.0735102, 5.123956499999999",Smaragdhof 3 Utrecht,robinson crusoe
481,Birdy,en,9780679734123,"52.0990269, 5.136080200000038",Poortstraat 122 Utrecht,an inventive hypnotic novel friendship family love war madness beauty and all birdness wharton crafts unforgettable tale one suggests another notion sanity world manifestly insane
482,Birdy,en,9780679734123,"52.0990269, 5.136080200000038",Poortstraat 122 Utrecht,an inventive hypnotic novel friendship family love war madness beauty and all birdness wharton crafts unforgettable tale one suggests another notion sanity world manifestly insane
483,Undone,es,9781101887479,"52.0990269, 5.136080200000038",Poortstraat 122 Utrecht,undone
484,Genesis,en,9789023441908,"52.1047632, 5.1445325","Sartreweg 67, Utrecht",the central thesis underlying study genesis god revealed character genesis always savior in genesis david cotter osb helps readers discern structure book whereby least weakest object god s saving help br br i genesis i begins introduction methodology used throughout book the introductory essay deals theory hebrew narrative challenges posed biblical exegesis contemporary literary theory br br the theme commentary god revealed character genesis always savior this true stories about beginnings genesis 1 11 stories about troubled family chosen blessing genesis 12 50 the egyptian slave hagar abraham read central figure family s first generation tamar cast off daughter in law moral center fourth generation god savior al whose need greatest br br chapters i part one stories about beginnings genesis 1 1 i 1 the story creation al that is genesis1 1 2 3 the story creation man woman paradise which they lived which they chose lose and sin that ensued genesis 2 3 4 the story great flood covenant ensued genesis 6 9 the story babel genesis 11 1 9 br br chapters i part two stories about troubled family chosen blessing genesis 12 50 i in time first generation genesis 12 25 in time second generation genesis 25 28 in time third generation genesis 28 36 in time fourth generation genesis 37 50 br br i david w cotter osb std general editor i berit olam studies hebrew narrative poetry i series published the liturgical press i br br
485,Last Word: Media Coverage of the Supreme Court of Canada,en,774812435,"52.10663599999999, 5.1346915","Troosterhof 14, Utrecht",media coverage supreme court canada emerged crucial factor judges journalists also public it s media all decide court rulings cover how they translate highly complex judgments concise meaningful news stories appeal to understood by general public thus judges lose control message hand decisions journalists last word br br to show supreme court fared media spotlight sauvageau schneiderman taras examine year life court focus media coverage four high profile decisions marshall case aboriginal rights vriend case gay rights quebec secession reference sharpe child pornography case they explore differences television newspaper coverage national regional reporting french english language media they also describe judges journalists understand interact one another amid often clashing legal journalistic cultures offering rich detailed account relationship two important institutions canadian life
486,Murder on a Mystery Tour,en,802756689,"52.10663599999999, 5.1346916","Troosterhof 14, Utrecht",i they explored every avenue seemed murder salvation i br br reggie midge reluctant managers english country inn particular distinction find even transformation family s less stately home solve financial problems the possibility succor comes instead transatlantic phone call midge s old classmate victoria arranging mystery tours english countryside american visitors wants use chortlesby manor one locales staged murders br br from beginning mystery tour project heading disaster dissension complaints shows temperament abound these upstaged however snowstorm paralyzing amplitude turn must retire spotlight real murder takes front center
487,Reel Murder: A Mystery,no,816144923,"52.10663599999999, 5.1346917","Troosterhof 14, Utrecht",reel murder a mystery
488,Principles of Bloodstain Pattern Analysis: Theory and Practice,en,849320143,"52.10663599999999, 5.1346918","Troosterhof 14, Utrecht",bloodstain evidence become deciding factor outcome many world s notorious criminal cases as result substantiation evidence crucial either side courtroom aisle the challenge obtain authoritative reference provides latest information comprehensive effective manner br br principles bloodstain pattern analysis theory practice presents in depth investigation important subject matter a multidisciplinary approach presented throughout book uses scene laboratory examinations conjunction forensic pathology forensic serology chemical enhancement techniques emphasis thought process based taxonomic classification bloodstains takes account physical characteristics size shape distribution specific mechanisms produce them br br individual chapters analyze case studies two chapters specifically discussing details legal issues pertain bloodstain pattern analysis information highlighted throughout book includes examination bloodstained clothing footwear information bloodstain interpretation crime scene reconstruction dramatic color images bloodletting injuries bloodstains crime scenes also presented compliment technical content resource br br features br br provides 500 full color photographs first bloodstain pattern book presenting dramatic full color images bloodletting injuries bloodstains crime scenes br contains appendices scientific data includes trigonometric tables metric equivalents well crime scene laboratory check lists biohazard safety precautions br discloses court decisions relating bloodstain pattern analysis presumptive blood testing br written authors many years experience field features chapters contributed qualified respected forensic scientists attorneys
489,The Encyclopedia of Crime Scene Investigation,en,816068151,"52.10663599999999, 5.1346919","Troosterhof 14, Utrecht",recent years brought numerous developments crime crime fighting dna evidence designer drugs computer viruses online fraud theft this text covers aspects crime scene investigations including ballistics counterfeiting forensic medicine firearms hijacking
490,Software Forensics: Collecting Evidence from the Scene of a Digital Crime,en,71428046,"52.10663599999999, 5.1346920","Troosterhof 14, Utrecht",software forensics analyzing program code track identify prosecute computer virus perpetrators emerged one promising technically challenging aspects information management security this technical tutorial thoroughly examines programming tools investigative analysis methods legal implications complex evidence chain also included eye opening case studies including famous enron case sample code real criminal investigations br br written security consultant whose clients include canadian government software forensics covers br basic concepts br hackers crackers phreaks br objects analysis text strings source code machine code br user interfaces commands br program structures versions br virus families br function indicators br stylistic analysis br and much more br br there better faster way programmers security analysts consultants security officers enterprise application developers lawyers judges anyone else interested software forensics get speed forensic programming tools methods nature cyber evidence
491,Fair Maiden,en,684192136,"52.10663599999999, 5.1346921","Troosterhof 14, Utrecht",as senior year begins jennifer spends six weekends fair maiden renaissance fair minnetonka minnesota she finds romantic role welcome escape family problems abandoned father stepfather terrified psychotic brother largely ignored busy mother jennifer vulnerable she victim eager participant attractive older man john lutanist singles love songs they become intensely briefly involved anticipation affair fulfilling reality jennifer quickly learns john cannot give security needs and friend s help begins understand appreciate broader aspects love hall sensitively evokes mood setting creating engaging character makes mistakes moves tentatively toward adulthood the love scenes discreetly done leaving much imagination a captivating thought provoking romance sure appeal br kirkus
492,The Rise and Decline of the Medici Bank: 1397-1494,en,1893122328,"52.10663599999999, 5.1346922","Troosterhof 14, Utrecht",a classic history banking trade medieval period combining superb research analysis graceful writing the medici bank powerful banking house 15th century headquartered florence italy established branches rome venice geneva lyons bruges london many cities the bank served financial agent church extended credit monarchs facilitated international trade western europe by personal influence use profits owners administrators bank contributed significantly development florence greatest center renaissance
493,Architektur Denken,en,3764374969,"52.10663599999999, 5.1346923","Troosterhof 14, Utrecht",architecture meant sensuous connection life calls forthinking goes far beyond form construction in texts peter zumthor articulates motivates design buildings appeal visitor s heart mind many different ways possess compelling unmistakable presence aura br now third edition book expanded include two new essays architecture lanscape deals relationship structure surroundings secret successful placement topographical integration architecture in the leis houses peter zumthor describes genesis two wooden houses town leis swiss canton graubunden thus thematizing special challenge integrating contemporary architecture traditional architectural context
494,The Last Valley: Dien Bien Phu and the French Defeat in Vietnam,en,306813866,"52.10663599999999, 5.1346924","Troosterhof 14, Utrecht",in december 1953 french army occupying vietnam challenged elusive vietnamese army engage decisive battle when french paratroopers landed jungle border vietnam laos vietnamese quickly isolated french force confronted jungle base small place called dien bien phu the hunters the french army had become hunted desperately defending out gunned base the siege jungle wore defeat loomed french eventually french depleted demoralized destroyed as withdrew country ominously divided u s insistence creating short lived republic south vietnam 55 000 americans would die next twenty years
495,Calciumcarbonat: Von Der Kreidezeit Ins 21. Jahrhundert,de,3764364246,"52.10663599999999, 5.1346925","Troosterhof 14, Utrecht",wer sich die miihe macht einer universi unser buch tritt dem entgegen es die tatsbibliothek aile eintrage unter dem zusammenhange wieder herstellen die schlagwort calciumcarbonat herauszu welt des calciumcarbonats zwischen seinen suchen wird iiberrascht oder iiberwaltigt umschlagseiten versammeln seine geolo sein von der fiille literatur die sich gie und kulturgeschichte seine gewinnung irgendeiner weise mit calciumcarbonat und aufbereitung und selbstverstandlich schaftigt die meisten biicher und zeit seine nutzung den modernen industrien schriften sind sicherlich der chemie zuzu und erfahrt der geologe wie aus marmor ordnen aber auch technische geologische eine hochweibe calciumcarbonat slurry fur und mineralogische literatur ist darunter die papierherstellung gewonnen wird wah und wer lange genug sucht stobt irgend rend der papiermacher sich seiner erfah wann auch auf werke aus der kunst oder rung und seinem wissen wiederfindet wenn architekturgeschichte denn die gesteine er liest welchen unterschied es macht ob aus calciumcarbonat die kreide der kalk ein calciumcarbonat streichpigment aus stein und der marmor haben einige kapi kreide oder aus marmor gewonnen wird
496,"The U-Boat War, 1914-1918",en,850524059,"52.10663599999999, 5.1346926","Troosterhof 14, Utrecht",the u boat war 1914 1918
497,Office Mayhem: A Handbook to Practical Anarchy,en,810993872,"52.10663599999999, 5.1346927","Troosterhof 14, Utrecht",enjoy day job shamelessly humourous companion workplace hijinks includes ideas spying backstabbing sabotage anything else help climb corporate ladder ahead fellow professional slaves
498,Selected Poems,en,140079858,"52.10663599999999, 5.1346928","Troosterhof 14, Utrecht",selected poems
499,"Transatlantic: Samuel Cunard, Isambard Brunel, and the Great Atlantic Steamships",en,60195959,"52.10663599999999, 5.1346929","Troosterhof 14, Utrecht",blockquote a stirring narrative rapid development great transatlantic steamships paddle wheelers sleek luxury greyhounds modern era men designed ran them blockquote during nineteenth century roughest important ocean passage world lay britain united states bridging atlantic ocean steamship defining remarkable feat era over time atlantic steamships became largest complex machines yet devised they created new transatlantic world commerce travel reconciling former anglo american enemies bringing millions emigrants transform united states br br in em transatlantic em experience crossing atlantic re created stunning detail varied perspectives first class steerage officers crew the dynamic evolution atlantic steamer traced brunel s great western 1838 cunard s mauretania 1907 greatest steamship ever built set classic tension modern technology contending formidable natural environment story rife disasters the key element steam power universal magical transforming microchip nineteenth century
500,The Power Broker: Robert Moses and the Fall of New York,en,394480767,"52.10663599999999, 5.1346930","Troosterhof 14, Utrecht",everywhere acknowledged modern american classic winner pulitzer prize chosen modern library one hundred greatest books twentieth century i the power broker i huge galvanizing biography revealing saga one man s incredible accumulation power story shaping and mis shaping new york twentieth century br br robert caro s monumental book makes public outsiders knew robert moses single powerful man time city state new york and telling moses story caro opens unprecedented degree way politics really happens the way things really get done america s city halls statehouses and brings light bonanza vital information national figures alfred e smith franklin d roosevelt and genesis blood feud fiorello la guardia john v lindsay nelson rockefeller br br but i the power broker i first foremost brilliant multidimensional portrait man an extraordinary man who denied power within normal framework democratic process stepped outside framework grasp power sufficient shape great city hold sway texture millions lives we see moses began handsome intellectual young heir world our crowd idealist how rebuffed entrenched political establishment fought power accomplish ideals how first created miraculous flowering parks parkways playlands beaches and ultimately brought city smog choked aridity urban landscape endless miles never sufficient highway hopeless sprawl long island massive failures public housing countless barriers humane living how inevitably accumulation power became end itself br br moses built empire lived like emperor he held fear his dossiers could disgorge dark secret anyone opposed him he was claimed politics deals decade decade newspapers public believed meanwhile developing public authorities fourth branch government known triborough a government whose records closed public whose policies plans decided voters elected officials solely moses an immense economic force directing pressure labor unions banks city s political economic institutions press church he doled millions dollars worth legal fees insurance commissions lucrative contracts basis could best pay back coin coveted power he dominated politics politicians time without ever elected office he was essence democratic system br br robert moses held power state 44 years governorships smith roosevelt lehman dewey harriman rockefeller city 34 years mayoralties la guardia o dwyer impellitteri wagner lindsay he personally conceived carried public works costing 27 billion dollars he undoubtedly america s greatest builder br br this built dominated new york before finally stripped reputation by press power by nelson rockefeller but work will done
501,The Holocaust: The Destruction of European Jewry 1933-1945,en,805203761,"52.10663599999999, 5.1346931","Troosterhof 14, Utrecht",covered events involved preparation implementation planned annihilation europe s jews nazis part i compact history preparatory steps leading decision destroy jews physically including western anti semitic practices doctrines collapse weimar republic leading rise nazism hitler s rise power early anti jewish laws crucial events 1938 including kristallnacht the text also deals german invasion russia mass executions jews mobile killing units accompanied army forced ghettoization jews german occupied europe jewish resistance efforts deportations western central southeastern europe rescue efforts failures part ii includes 100 readings document elucidate events include first hand testimony official nazi allied documents eyewitness accounts diary memoir excerpts
502,London: the Biography,en,1856197166,"52.10663599999999, 5.1346932","Troosterhof 14, Utrecht",i london i perhaps important study city ever written confirms ackroyd s status one critic called our age s greatest london imagination br br much peter ackroyd s work concerned life past london new work definitive account city for ackroyd london living organism laws growth change thus subtitle i a biography i as opposed i a history i the book differs too histories range diversity contents ackroyd portrays london time druids beginning twenty first century noting magnificence epochs simple chronological record there chapters history silence history light history childhood history suicide history cockney speech history drink br br i london i fully comprehensive animated ackroyd s concern close relationship present past he describes peculiar echoic quality london whereby texture history actively affect lives personalities citizens all ackroyd s writing strongly linked london novels i hawksmoor i i the plato papers i biographies calls great cockney visionaries dickens blake thomas more now last obsession london takes centre stage
503,Passages: Photographs in Africa,en,810929481,"52.10663599999999, 5.1346933","Troosterhof 14, Utrecht",a selection colour photographs intimate african rituals the book includes images initiations courtship marriage rituals royal kingdoms religious festivals funerals including many already ceased exist
504,The  Cowgirls,en,929398157,"52.10663599999999, 5.1346934","Troosterhof 14, Utrecht",an important chapter history folklore west women cattle frontier took place equal partners men the cowboy may authentic folk hero cowgirl right heels this spur award winning book fills void history cowgirl br br while susan b anthony hoop skirted friends declaring females created equal sally skull already riding roping marking cattle circle s brand frontier texas wearing rawhide bloomers riding astride thought nothing crossing border mexico unchaperoned pursue career horse trader br br in colorado cassie redwine rounded cowboys ambushed group desperadoes ann bassett also colorado backed group men tried force open range br br in montana susan haughian took united states government dispute grazing rights government got short end stick br br susan mcsween carried armed dispute ranchers new mexico u s army interested citizens arizona annette taylor experimented new grasses found cures diseases plagued stock br br in years war states women called upon many things would unheard peacetime when people moved west war women obliged keep things family survive still groups women second generation cattle country women did men s jobs good it some participated wild west shows made reputations rodeo trick bronc riders br br cowgirls chronicled trail driving ranching gun toting rustling bronc riding rodeoing updated revised edition i the cowgirls i
505,Communicating the Infinite: The Emergence of the Habad School,en,226490459,"52.10663599999999, 5.1346935","Troosterhof 14, Utrecht",at end eighteenth century hasidic movement facing internal crisis extent teachings baal shem tov maggid mezritch implicit spiritual demands transmitted rank and file movement previously teachings reserved small elite it point habad school emerged communication ethos encouraging transmission esoteric broad reaches jewish world i communicating infinite i explores first two generations habad school r shneur zalman liadi son r dov ber examines early opponents br br beginning different levels communication teachings baal shem tov maggid disciples naftali loewenthal traces unfolding dialectic urge transmit esoteric ideas powerful inner restraint gradually r shneur zalman came fore prime exponent communication ethos loewenthal follows development discourses time death r dov ber r aaron halevi horowitz formed respective lubavitch staroselye schools the author continues detailed examination teachings r dov ber inspired mystic central thought esoteric concept self abnegation i bitul i yet combined quest communicate hasidic teachings every level society including women br br from late eighteenth century onwards main problem jewish world posed fall walls social political ghetto generally response either secularize abandon altogether traditional judaism retreat threatening modern world enclave religiosity stressing communication habad school opened way middle range response neither retreat elitism abandonment tradition based years research hebrew yiddish primary source materials i communicating infinite i work importance specialists judaic studies also historians sociologists br
506,The Battle for New York: The City at the Heart of the American Revolution,en,802713742,"52.10663599999999, 5.1346936","Troosterhof 14, Utrecht",on september 15 1776 british army general william howe invaded manhattan island landing open field banks east river roughly united nations sits today george washington s continental army still disarray miraculous escape following disastrous battle brooklyn two weeks earlier retreated north harlem heights leaving new york british hands control city howe s primary objective located mouth strategically vital hudson river become centerpiece england s strategy putting american rebellion however barnet schecter reveals stirring narrative far furnishing key colonies new york proved fatal albatross strangled british war effort br the battle new york tells story city became pivot american revolution turned from political religious struggles 1760s early 1770s polarized citizens increasingly made new york hotbed radical thought action campaign 1776 turned today s five boroughs westchester county series battlefields seven years british occupation martial law time washington congress focused getting city back british holding it the extraordinary campaign fall 1776 forms dramatic heart schecter s chronicle overshadowed famous engagements bunker hill saratoga yorktown winter valley forge yet contest new york far largest military venture revolutionary war involved almost every significant participant war sides little doubt campaign fate america hung balance several occasions moreover outcome direct impact major turning points rest war br schecter delights linking eighteenth century events city s modern landscape illuminating forgotten battlefield remains midst he skillfully weaves narrative memorable passionate voices there american private joseph martin british second in command henry clinton patriot turned tory william smith minister ewald shewkirk nathan hale benedict arnold many others thereby tracing impact meaning revolution personal terms giving story powerful human dimension a profound memorable saga right the battle new york offers valuable new insight american revolution
507,Law and the Company We Keep,en,674512987,"52.10663599999999, 5.1346937","Troosterhof 14, Utrecht",whether black gay republican women deaf associations whether voluntary assigned constitute crucial inescapable elements identities both voluntary involuntary groups important american history more important generally recognized but groups never adequately addressed law primary focus relationship individual state the company keep says constitutional law scholar aviam soifer presumed person s business generally beyond notice law but america becomes varied country issues arising multiculturalism threaten divide us becomes essential soifer argues recognize rights first amendment protect crucial roles groups communities within larger national community legal doctrine outcomes reached judicial proceedings coherent acknowledge groups qua groups significant legal impact the building blocks quest justice must include groups social political professional civil interpretive religious from derive apply ethical standards search better life the ability step outside traditional doctrinal boxes concentrate relationships individuals government help legal thinkers every person reason toward justice using history literature explore complex issues individual group rights law company we keep first sustained account presence importance groups legal culture it confronts central questions multiple roles culture symbol defining groups them lives
508,The Company We Keep: Collaboration In The Community College,en,871172828,"52.10663599999999, 5.1346938","Troosterhof 14, Utrecht",in book community college chief executives community leaders share experiences partnerships are community colleges catalysts connectors collaborators the book provides responses along descriptions collaborative arrangements drawing national international attention
509,The Companies We Keep: Corporate Governance for a Democratic Society,en,1552211169,"52.10663599999999, 5.1346939","Troosterhof 14, Utrecht",a new corporate scandal seems break every day and america canada nortel bre x livent hollinger in book allan hutchinson insists lasting solution ills requires rooting particular miscreants we must address larger organizational structures culture within roguery thrives what currently passes good corporate governance large part problem hutchinson argues want good corporate citizens must seek sea change think corporations constitute them regulate them expect them in light enormous power presence corporations canadian society pressing important items contemporary political social agenda i the companies we keep i offers original provocative challenge turn corporations civic sites democratic advancement the whole notion governance implies public accountable aspect dealings corporations recognizes continued wealth creation well greater popular participation br br the book situates existence activities large corporations within encompassing social political economic context as well offering wide ranging comparative analytical examination present governance structures offers series practical focussed precise recommendations reform in short book intended much detailed contribution public policy law reform intended general political economic critique
510,Fawn Island,en,816631751,"52.10663599999999, 5.1346940","Troosterhof 14, Utrecht",fawn island place crows serve alarm clocks white throated sparrows leave tracks songs upon evening hush chickadees help woodsman learn whistle the island also jumping off place journeys large small earthly spiritual nearby mallard island gull island bald rock sea kayak wild recesses sprawling voyageurs national park midnight paddle paddler reach silent wilderness stars themselves in latest book best selling author douglas wood guides reader deep journey heart north woods for wood fawn island merely charming wilderness hideaway entry realms thought meaning well from pine clad shores probes insights nature neighborliness independence community solitude out ancient ojibwe legend comes exploration personal loss life death wood questions notion force nature concept passage time context seemingly eternal trees lakes rock ledges stars from beneath ascending trunks pines comes inquiry principles optimism and finally personal response eternal question is universe friendly place br br embedded text like roots island s pines wood s gentle self effacing humor author s original pen and ink drawings superbly evoke poetry mystery small bit rock tree lucky place wilderness
511,Rainy Lake,en,155597242X,"52.10663599999999, 5.1346941","Troosterhof 14, Utrecht",in i rainy lake i author mary rockcastle invites reader savor sights sounds smells summer parents lopsided lakefront cabin 1960s from landscape memory danielle fillian paints sensitive wise family portrait summers filled fly fishing swimming water skiing new friendships deepening first love but intrusion vietnam war rumblings civil rights movement growing steadily nearer sheltered vacation community forced acknowledge harsh realities wider world
512,"Buddhism Betrayed?: Religion, Politics, and Violence in Sri Lanka",en,226789497,"52.10663599999999, 5.1346942","Troosterhof 14, Utrecht",this volume seeks answer question buddhist monks today s sri lanka given buddhism s traditionally nonviolent philosophy are able participate fierce political violence sinhalese tamils
513,"Immigration and Nationalism: Argentina and Chile, 1890–1914",en,292700202,"52.10663599999999, 5.1346943","Troosterhof 14, Utrecht",dirtier dogs constantinople waves human scum thrown upon beaches countries such vitriolic abuse directed immigrant groups chile argentina early twentieth century yet twenty five years earlier immigrants encountered warm welcome this dramatic change attitudes quarter century preceding world war i subject carl solberg s study he examines detail responses native born writers politicians immigration pointing similarities significant differences situations argentina chile as attitudes toward immigration became increasingly nationalistic european longer pictured thrifty industrious farmer intellectual superior taste learning instead newcomer commonly regarded subversive element destroy traditional creole social cultural values cultural phenomena diverse emergence tango supposed corruption spanish language attributed demoralizing effects immigration drawing material primarily writers pre world war i period solberg documents rise certain forms nationalism argentina chile examining contemporary press journals literature drama the conclusions emerge study also obvious application situation countries struggling problems assimilating minority groups
514,"The Divine Comedy, II. Purgatorio, Vol. II. Parts 1 and 2: Text and Commentary. (Two Volume Set)",en,069101843X,"52.10663599999999, 5.1346944","Troosterhof 14, Utrecht",the description book the divine comedy ii purgatorio vol ii parts 1 2 text commentary two volume set forthcoming
515,The Purgatorio,en,451622065,"52.10663599999999, 5.1346945","Troosterhof 14, Utrecht",this work selected scholars culturally important part knowledge base civilization know it this work reproduced original artifact remains true original work possible therefore see original copyright references library stamps as works housed important libraries around world notations work this work public domain united states america possibly nations within united states may freely copy distribute work entity individual corporate copyright body work as reproduction historical artifact work may contain missing blurred pages poor pictures errant marks etc scholars believe concur work important enough preserved reproduced made generally available public we appreciate support preservation process thank important part keeping knowledge alive relevant
516,Death of Che Guevara,en,394725921,"52.10663599999999, 5.1346946","Troosterhof 14, Utrecht",death che guevara
517,Dante and the Origins of Italian Literary Culture,en,823227049,"52.10663599999999, 5.1346947","Troosterhof 14, Utrecht",in book teodolinda barolini explores sources italian literary culture figures lyric poets three crowns dante petrarch boccaccio barolini views origins italian literary culture four prisms ideological philosophical intertextual multicultural structural formal social br br br br the essays first section treat ideology love desire early lyric tradition inferno antecedents philosophy theology in second barolini focuses dante heir christian visionary classical pagan traditions with emphasis vergil ovid the essays third part analyze narrative character dante s vita nuova petrarch s lyric sequence boccaccio s decameron barolini also looks cultural implications editorial history dante s rime sparso versus organico spells italian imaginary in section gender argues didactic texts intended women s use instruction explored guittone dante boccaccio but petrarch were progressive courtly style italian tradition celebrated br br moving lyric origins divine comedy dante lyric past petrarch s regressive stance gender notes toward gendered history italian literature and encompassing among others giacomo da lentini guido cavalcanti guittone d arezzo these sixteen essays one leading critics frame literary culture thirteenth and fourteenth century italy fresh illuminating ways prove useful instructive students scholars alike
518,Klein,en,946439699,"52.10663599999999, 5.1346948","Troosterhof 14, Utrecht",melanie klein 1882 1960 pioneer child analysis whose work children enabled gain insight deepest states mind thus make fundamental contribution psychoanalytic theory a pupil follower freud investigated called the dim shadowy era early childhood developing theories techniques which although remain controversial profound influence clinical psychoanalysis also fields outside it her understanding paranoid schizoid mechanisms role envy extended range patients psychoanalyzed include suffering borderline states neurosis psychosis and work shed light psychological basis ethics theories thinking group relations aesthetics the author worked melanie klein one britain s leading psychoanalysts she traces development klein s ideas within biographical framework describing importance work portraying woman great warmth exceptional insight
519,A New Life Of Dante,en,859895831,"52.10663599999999, 5.1346949","Troosterhof 14, Utrecht",this first new biography english nearly eighty years italy s foremost writer thinker weaves single thread whole dante s life works dante intensely philosophical writer well socio political one intimately connected aspects kept constantly view extensive discussion writings as well masterpiece divina commedia works also given considerable attention br br the aim make account dante s life accessible students curious intelligent non specialist reader all quotations fully translated
520,Is It Too Late?: Key Papers on Psychoanalysis and Ageing,en,1855753243,"52.10663599999999, 5.1346950","Troosterhof 14, Utrecht",this book brings together selection classic psychoanalytical papers related ageing dying death appeared renowned international journal psychoanalysis ijp two papers address analysis elderly patient directly bring work challenges brings vividly life also explored issues death midlife crisis loneliness ageing process ageing psychopathology fear death transference countertransference issues final stage dying process the idea behind monograph alert interested psychoanalysts students working interdisciplinary standpoint possibility better understanding ageing process well group potential analysis seem exist shadow professional communications each stage life somatic psychic normality well pathology
521,Dante Alighieri,en,080571636X,"52.10663599999999, 5.1346951","Troosterhof 14, Utrecht",twayne s united states authors english authors world authors series present concise critical introductions great writers works devoted critical interpretation discussion author s work study takes account major literary trends important scholarly contributions provides new critical insights original point view an authors series volume addresses readers ranging advanced high school students university professors the book suggests informed reader new ways considering writer s work br br each volume features br br a critical interpretive study explication author s works br br a brief biography author br br an accessible chronology outlining life work relevant historical context br br aids study complete notes references selected annotated bibliography index br br a readable style presented manageable length
522,"Love, Guilt and Reparation",en,99752816,"52.10663599999999, 5.1346952","Troosterhof 14, Utrecht",this book shows growth melanie klein s work ideas 1921 1945 traces theories childhood development criminality childhood pyschosis symbol formation early development conscience
523,"Dante: The Poetics of Conversion,",en,674192257,"52.10663599999999, 5.1346953","Troosterhof 14, Utrecht",dante the poetics conversion
